[2026-06-22T23:58:27.255Z] GET http://localhost:8796/assets/cart.js → 200 (7ms, 6037B)
[2026-06-22T23:58:27.256Z] GET http://localhost:8796/assets/filters.js → 200 (11ms, 12425B)
[2026-06-22T23:58:27.256Z] GET http://localhost:8796/assets/search.js → 200 (22ms, 3228B)
[2026-06-22T23:58:27.262Z] GET http://localhost:8796/ai/catalog.json → 200 (19ms, 4657B)
[2026-06-22T23:58:27.262Z] GET http://localhost:8796/assets/pep.png → 200 (19ms, 413381B)
[2026-06-22T23:58:27.262Z] GET http://localhost:8796/assets/sn_157811.jpg → 200 (19ms, 71681B)
[2026-06-22T23:58:27.263Z] GET https://fonts.gstatic.com/s/archivo/v25/k3kPo8UDI-1M0wlSV9XAw6lQkqWY8Q82sLydOxKsv4Rn.woff2 → 200 (1ms, 34940B)
[2026-06-22T23:58:27.263Z] GET https://fonts.gstatic.com/s/spacemono/v17/i7dPIFZifjKcF5UAWdDRYEF8RXi4EwQ.woff2 → 200 (1ms, 9464B)
[2026-06-22T23:58:27.267Z] GET http://localhost:8796/ai/catalog.json → 200 (1ms, 4657B)
[2026-06-22T23:58:27.283Z] GET http://localhost:8796/assets/pair.jpg → 200 (8ms, 129291B)
[2026-06-22T23:58:27.283Z] GET http://localhost:8796/assets/sn_155148.jpg → 200 (9ms, 144993B)
[2026-06-22T23:58:27.283Z] GET http://localhost:8796/assets/products/oc-014.jpg → 404 (9ms, 460B)
[2026-06-22T23:58:27.285Z] GET http://localhost:8796/assets/products/oc-021.jpg → 404 (7ms, 460B)
[2026-06-22T23:58:27.285Z] GET http://localhost:8796/assets/products/oc-033.jpg → 404 (7ms, 460B)
[2026-06-22T23:58:27.285Z] GET http://localhost:8796/assets/products/oc-040.jpg → 404 (7ms, 460B)
[2026-06-22T23:58:27.285Z] GET http://localhost:8796/assets/products/oc-052.jpg → 404 (7ms, 460B)
[2026-06-22T23:58:27.285Z] GET http://localhost:8796/assets/products/oc-058.jpg → 404 (7ms, 460B)
[2026-06-22T23:58:27.285Z] GET http://localhost:8796/assets/products/oc-061.jpg → 404 (7ms, 460B)
[2026-06-22T23:58:27.285Z] GET http://localhost:8796/assets/products/oc-067.jpg → 404 (7ms, 460B)
[2026-06-22T23:58:27.320Z] GET http://localhost:8796/assets/sn_159534.jpg → 200 (2ms, 109787B)
[2026-06-22T23:58:27.320Z] GET http://localhost:8796/assets/sn_154221.jpg → 200 (2ms, 60347B)
[2026-06-22T23:58:27.320Z] GET http://localhost:8796/assets/sn_154350.jpg → 200 (2ms, 168187B)
[2026-06-22T23:58:27.320Z] GET http://localhost:8796/assets/sn_153918.jpg → 200 (2ms, 84235B)
[2026-06-22T23:58:27.320Z] GET http://localhost:8796/assets/sn_154929.jpg → 200 (2ms, 197298B)
[2026-06-23T00:05:24.174Z] GET http://localhost:8797/index.html → 200 (2ms, 8068B)
[2026-06-23T00:05:24.179Z] GET https://fonts.googleapis.com/css2?family=Archivo:wght@400;500;600;700;800;900&family=Space+Mono:wght@400;700&display=swap → 200 (3ms, 10752B)
[2026-06-23T00:05:24.179Z] GET http://localhost:8797/assets/site.css → 200 (4ms, 39519B)
[2026-06-23T00:05:24.180Z] GET http://localhost:8797/assets/footer-sky-clean.png → 200 (3ms, 308802B)
[2026-06-23T00:05:24.180Z] GET http://localhost:8797/assets/oc-logo.png → 200 (3ms, 93952B)
[2026-06-23T00:05:24.180Z] GET http://localhost:8797/assets/hero-bg.png → 200 (5ms, 4542611B)
[2026-06-23T00:05:24.180Z] GET http://localhost:8797/assets/rep.png → 200 (5ms, 1109129B)
[2026-06-23T00:05:24.180Z] GET http://localhost:8797/assets/nb2-uptown.png → 200 (6ms, 758070B)
[2026-06-23T00:05:24.181Z] GET http://localhost:8797/assets/nb2-noda.png → 200 (5ms, 669473B)
[2026-06-23T00:05:24.181Z] GET http://localhost:8797/assets/nb2-southend.png → 200 (5ms, 702150B)
[2026-06-23T00:05:24.181Z] GET http://localhost:8797/assets/nb2-plaza.png → 200 (9ms, 652249B)
[2026-06-23T00:05:24.181Z] GET http://localhost:8797/assets/banner-lynx.png → 200 (9ms, 410644B)
[2026-06-23T00:05:24.181Z] GET http://localhost:8797/assets/land.png → 200 (13ms, 984856B)
[2026-06-23T00:05:24.181Z] GET http://localhost:8797/assets/com.png → 200 (13ms, 346873B)
